1781596525.1364264,1148,1352,16368
1781596525.1374354,564,496,15780
1781596525.1374354,596,1084,16172
1781596525.1384156,892,1648,16720
1781596525.1384156,580,1540,16920
1781596525.1394262,428,1356,16768
1781596525.1394262,420,1468,16776
1781596525.1394262,572,1640,16480
1781596525.1403735,664,1796,16120
1781596525.1414137,408,1684,16532
1781596525.1419215,480,1628,16960
1781596525.1429305,380,1284,16760
1781596525.1429305,576,1064,16416
1781596525.144336,-124,1676,17304
1781596525.144336,232,2464,17608
1781596525.145343,432,1604,17004
1781596525.145343,320,896,16428
1781596525.145343,1164,1724,16496
1781596525.1463432,448,1804,16820
1781596525.1463432,484,1568,16764
1781596525.147346,580,420,16212
1781596525.147346,784,1168,16724
1781596525.147346,1332,2168,17120
1781596525.1483583,1228,2136,17088
1781596525.1483583,1040,1216,16512
1781596525.149356,1536,1476,16208
1781596525.149356,1264,1456,16148
1781596525.149356,908,1384,16308
1781596525.1503503,768,1600,17008
1781596525.1503503,1160,1664,16944
1781596525.1503503,1400,1560,16768
1781596525.15135,1300,1628,16616
1781596525.15135,1176,2304,17192
1781596525.15135,1140,1628,16784
1781596525.1526449,1224,1328,16444
1781596525.1526449,1464,1560,16224
1781596525.1526449,1060,1720,16492
1781596525.153655,1424,1776,16444
1781596525.153655,1432,1572,16292
1781596525.153655,1116,1436,16380
1781596525.1547103,1296,1652,16500
1781596525.1547103,1316,2024,16872
1781596525.1547103,1696,1788,16708
1781596525.1557586,1216,1324,16436
1781596525.1557586,1072,1232,16704
1781596525.1557586,956,1472,16824
1781596525.1557586,804,1824,16884
1781596525.1567569,1084,1192,16480
1781596525.1567569,1084,1136,16464
1781596525.1576426,1208,1624,16772
1781596525.1576426,1456,1696,16820
1781596525.1576426,1512,1380,16184
1781596525.1576426,1280,968,16232
1781596525.1588628,1208,1384,16488
1781596525.1588628,908,1580,16760
1781596525.1588628,752,1888,16976
1781596525.1598864,1132,1624,17064
1781596525.1598864,728,1404,16788
1781596525.1598864,1008,1320,16344
1781596525.1598864,872,1484,16452
1781596525.1598864,888,1524,16448
1781596525.1613982,1016,1320,16560
1781596525.1613982,1404,1512,16392
1781596525.1613982,1376,2120,16736
1781596525.1613982,1572,2116,16896
1781596525.1624048,1664,1896,16680
1781596525.1624048,1588,1808,16316
1781596525.1624048,1052,1568,16768
1781596525.1634216,812,1712,16740
1781596525.1634216,1164,1736,16932
1781596525.1634216,1020,1736,16692
1781596525.1644044,1064,1360,16744
1781596525.1644044,1112,1080,16040
1781596525.1644044,1016,2072,17084
1781596525.1654205,1100,1484,16812
1781596525.1654205,1244,1400,16492
1781596525.1654205,1340,1756,16912
1781596525.1654205,1364,1608,16704
1781596525.166413,1324,1988,16452
1781596525.166413,1328,1692,16380
1781596525.166413,1156,1560,16512
1781596525.167411,1140,1576,16524
1781596525.167411,1480,1556,16480
1781596525.1684086,1416,1636,16560
1781596525.1684086,1292,1660,16720
1781596525.1684086,1120,1532,16832
1781596525.1684086,1356,1764,16688
1781596525.1694157,1532,1620,16552
1781596525.1694157,1500,1584,16548
1781596525.1694157,1092,1572,16740
1781596525.1704133,1160,1580,16720
1781596525.1704133,1144,1512,16752
1781596525.1704133,1396,1732,16828
1781596525.1714118,1268,1728,16876
1781596525.1714118,1140,1596,16468
1781596525.1782227,1308,1372,16336
1781596525.1989174,1420,1592,16496
1781596525.2204607,1256,1580,16732
1781596525.2415378,1136,1456,16624
1781596525.263547,1408,1636,16912
1781596525.285691,1416,1460,16696
1781596525.306277,1684,1520,16392
1781596525.3277698,1404,1460,16432
1781596525.349301,1164,1544,16620
1781596525.3717504,1412,1552,16728
1781596525.3932269,1440,1608,16812
1781596525.4146752,1376,1520,16708
1781596525.436195,1152,1280,16584
1781596525.4576755,1160,1308,16452
1781596525.479437,1292,1412,16720
1781596525.4998243,1356,1392,16676
1781596525.5216932,1400,1324,16608
1781596525.5434532,1500,1388,16728
1781596525.565417,1488,1456,16496
1781596525.5868418,1728,1932,16484
1781596525.6078603,1436,1816,16756
1781596525.6300964,1488,1800,16656
1781596525.6507633,1540,1636,16416
1781596525.6728542,1716,1644,16488
1781596525.693779,1860,1684,16388
1781596525.7156112,1256,1452,16608
1781596525.7366579,856,1044,16840
1781596525.7584505,1088,1024,16556
1781596525.780446,1416,1592,16760
1781596525.8014152,1660,1328,16452
1781596525.8236048,1424,1600,16760
1781596525.8457165,1488,1680,16752
1781596525.866762,1572,1264,16460
1781596525.8878186,1504,1392,16364
1781596525.9093554,1552,1332,16372
1781596525.9319959,1268,1344,16632
1781596525.9529324,1424,1648,16668
1781596525.9738245,1220,1444,16972
1781596525.9955852,1424,1452,16916
1781596526.0172305,1592,1296,16352
1781596526.0390308,1608,1580,16468
1781596526.060357,1800,1544,16544
1781596526.08165,1572,1732,16684
1781596526.1032453,1748,1696,16636
1781596526.1248322,1656,1552,16540
1781596526.146854,1352,1308,16416
1781596526.1686394,1484,1440,16376
1781596526.189689,1648,1736,16576
1781596526.211525,1652,1672,16840
1781596526.2325628,1640,1512,16696
1781596526.2550056,1604,1384,16500
1781596526.276042,1552,1404,16420
1781596526.2971718,1556,1556,16776
1781596526.3192744,1444,1520,17012
1781596526.3407686,1532,1540,16892
1781596526.3613548,1560,1504,16516
1781596526.3834424,1592,1384,16368
1781596526.4050066,1408,1384,16456
1781596526.4266589,1416,1444,16604
1781596526.4476125,1468,1268,16564
1781596526.4694796,1580,1436,16628
1781596526.4899287,1508,1484,16508
1781596526.5117779,1696,1576,16640
1781596526.5334334,1504,1640,16536
1781596526.5557394,1468,1564,16720
1781596526.5770466,1680,1688,16768
1781596526.597626,1596,1472,16548
1781596526.619811,1668,1572,16480
1781596526.6412888,1548,1528,16696
1781596526.663295,1540,1624,16688
1781596526.6849377,1484,1596,16872
1781596526.7063737,1420,1432,16604
1781596526.72823,1396,1268,16332
1781596526.7492356,1708,1616,16532
1781596526.7710383,1552,1308,16508
1781596526.7922258,1460,1564,16900
1781596526.8138065,1660,1660,16712
1781596526.8353102,1604,1524,16684
1781596526.8569298,1684,1424,16536
1781596526.8776402,1484,1124,16480
1781596526.9004714,1556,1480,16600
1781596526.9215395,1808,1384,16604
1781596526.9425635,1332,1212,16528
1781596526.9647632,1504,1424,16612
1781596526.9860127,1468,1284,16608
1781596527.007477,1468,1396,16628
1781596527.0297215,1604,1360,16452
1781596527.0499604,1872,1588,16772
1781596527.072459,2084,1840,16708
1781596527.0947611,1776,1588,16732
1781596527.1154263,1496,1388,16580
1781596527.1373303,1360,1508,16488
1781596527.1587348,1660,1548,16292
1781596527.1800177,1660,1684,16528
1781596527.2015471,1572,1420,16664
1781596527.2235732,1512,1344,16596
1781596527.245059,1680,1420,16596
1781596527.2666306,1604,1228,16432
1781596527.287636,1628,1552,16616
1781596527.3093672,1652,1508,16700
1781596527.3301284,1696,1472,16668
1781596527.3520548,1676,1480,16740
1781596527.3737667,1604,1496,16784
1781596527.3954222,1640,1408,16612
1781596527.417235,1488,1400,16628
1781596527.4386654,1500,1564,16612
1781596527.460192,1300,1152,16600
1781596527.4817233,1476,1192,16596
1781596527.5027282,1564,1472,16704
1781596527.5248494,1468,1436,16688
1781596527.5462646,1676,1340,16540
1781596527.5680757,1692,1372,16532
1781596527.589495,1744,1200,16336
1781596527.610059,1672,1424,16520
1781596527.631733,1592,1492,16608
1781596527.6534674,1536,1308,16596
1781596527.6756995,1704,1400,16684
1781596527.6967926,1668,1432,16644
1781596527.7188225,1884,1328,16328
1781596527.740376,1356,1164,16500
1781596527.7614338,1628,1220,16504
1781596527.783545,1588,1168,16480
1781596527.8046982,1424,1168,16652
1781596527.8254554,1612,1424,16804
1781596527.8473628,1656,1264,16376
1781596527.8696175,1564,1240,16328
1781596527.8913865,1752,1256,16400
1781596527.9116492,1324,1096,16736
1781596527.9337423,1256,984,16708
1781596527.9552882,1264,1428,16852
1781596527.9763339,1264,1160,16880
1781596527.9982128,1348,1040,16804
1781596528.0195336,1756,980,16568
1781596528.0417483,1600,1304,16500
1781596528.0633702,1476,1296,16660
1781596528.0849092,1496,1576,16848
1781596528.1063595,1880,1524,16648
1781596528.1274505,1664,1336,16364
1781596528.1485894,1532,1472,16604
1781596528.1702213,1744,1600,16424
1781596528.1916175,1600,1428,16360
1781596528.2135615,1400,952,16320
1781596528.236026,1520,1072,16384
1781596528.256338,1540,1336,17028
1781596528.278367,1768,1316,16784
1781596528.2994783,1736,1508,16852
1781596528.3216362,1472,1156,16584
1781596528.3423388,1392,1028,16484
1781596528.3644764,1488,1008,16216
1781596528.3855715,1280,1160,16604
1781596528.4076316,1516,1236,16580
1781596528.4286833,1792,1532,16804
1781596528.45052,1560,1364,16744
1781596528.4716713,1596,1068,16532
1781596528.493565,1588,1116,16548
1781596528.5154219,1484,1264,16836
1781596528.5367525,1552,1172,16620
1781596528.5578413,1660,1304,16628
1781596528.5798597,1524,1296,16360
1781596528.6001804,1384,1224,16216
1781596528.622792,1464,980,16072
1781596528.645194,1304,1132,16480
1781596528.6657639,1312,1588,17084
1781596528.687572,1604,1748,17188
1781596528.7094376,1972,1348,16704
1781596528.7306828,1652,1284,16380
1781596528.7514572,1660,1240,16452
1781596528.7734125,1820,1624,16708
1781596528.7951956,1264,1368,16816
1781596528.8166728,1372,1284,16724
1781596528.8377345,1416,864,16220
1781596528.8597898,1332,884,16132
1781596528.8813524,1128,1280,16740
1781596528.9025948,1636,1548,17064
1781596528.9239104,1876,-60,15976
1781596528.9459465,1964,1384,16796
1781596528.9674852,2052,1568,16500
1781596528.988894,1892,1568,16212
1781596529.0100858,1348,1088,16284
1781596529.0326607,1232,1204,16568
1781596529.054117,1700,1692,16692
1781596529.075009,1852,1852,16920
1781596529.0960095,1336,1336,16680
1781596529.1180265,1528,1128,16272
1781596529.1403315,1848,1556,16376
1781596529.1629832,1608,1212,16384
1781596529.1839104,1900,1332,16644
1781596529.2057498,1384,1432,17064
1781596529.2273037,1756,1612,16828
1781596529.2497983,1888,1332,16564
1781596529.2699437,1512,964,16472
1781596529.292634,1700,1404,16580
1781596529.3135917,1696,1428,16416
1781596529.334649,1816,1132,16252
1781596529.356361,1820,764,16252
1781596529.3783374,1588,1292,16756
1781596529.3995695,1668,1444,17300
1781596529.4206605,1744,1416,16892
1781596529.4424493,1712,1320,16640
1781596529.464166,1764,1404,16356
1781596529.486482,1588,1372,16472
1781596529.5072892,2100,1668,16436
1781596529.5284274,1820,1564,16660
1781596529.5498784,1800,1464,16516
1781596529.571506,1684,1408,16480
1781596529.594322,1668,1352,16444
1781596529.6151078,1800,1380,16656
1781596529.6362476,1872,1456,16568
1781596529.6581478,1872,1376,16700
1781596529.6791577,1704,1272,16648
1781596529.7014506,1656,1124,16536
1781596529.722563,1740,1348,16644
1781596529.7443402,1864,1336,16684
1781596529.7664142,1876,1468,16816
1781596529.7875826,1784,1312,16652
1781596529.808998,1636,1220,16608
1781596529.829903,1872,1292,16480
1781596529.85148,1540,1052,16372
1781596529.8735423,1860,1272,16476
1781596529.8947165,1660,1008,16504
1781596529.916213,1712,1292,16548
1781596529.9377441,2068,1440,16680
1781596529.9595659,1920,1312,16776
1781596529.980761,1880,1344,16776
1781596530.0028775,2004,1420,16516
1781596530.0246618,1968,1420,16444
1781596530.0459452,1904,1504,16612
1781596530.067045,1920,1352,16416
1781596530.088632,1868,1316,16392
1781596530.1103141,1816,1452,16536
1781596530.1318438,1932,1388,16656
1781596530.1535923,1868,1412,16620
